# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1|50	TNFRSF1B (+147941), DHRS3 (+302736)
chr13|226	NONE
chr13|227	NONE
chr13|228	NONE
chr13|229	NONE
chr13|230	PCDH17 (-831654)
chr13|235	PCDH17 (+418346)
chr13|255	NONE
chr13|261	NONE
chr13|264	NONE
chr13|265	NONE
chr13|274	PCDH9 (-570533)
chr13|275	PCDH9 (-820533)
chr13|279	NONE
chr13|284	KLHL1 (-192410)
chr13|285	KLHL1 (-442410)
chr13|288	DACH1 (+566329)
chr13|289	DACH1 (+316329)
chr13|326	SPRY2 (-461207)
chr13|329	NONE
chr13|331	NONE
chr13|332	NONE
chr13|336	SLITRK1 (+581527)
chr13|337	SLITRK1 (+331527)
chr13|348	SLITRK6 (-501378)
chr13|362	NONE
chr13|363	NONE
chr13|364	NONE
chr13|373	GPC6 (-754094)
chr13|374	GPC6 (-504094)
chr13|410	ITGBL1 (+270035), FGF14 (+679123)
chr13|411	FGF14 (+429123), ITGBL1 (+520035)
chr13|412	FGF14 (+179123), ITGBL1 (+770035)
chr13|415	SLC10A2 (+94195), ERCC5 (+127807)
chr13|416	SLC10A2 (-155805)
chr13|417	SLC10A2 (-405805)
chr13|418	SLC10A2 (-655805)
chr13|419	SLC10A2 (-905805)
chr13|420	NONE
chr13|421	DAOA (-993591)
chr13|422	DAOA (-743591)
chr13|423	DAOA (-493591)
chr13|424	DAOA (-243591)
chr13|425	DAOA (+6409)
chr13|428	EFNB2 (+312461), DAOA (+756409)
chr13|431	ARGLU1 (-404489), FAM155A (+894082)
chr13|432	ARGLU1 (-654489), FAM155A (+644082)
chr13|433	ARGLU1 (-904489), FAM155A (+394082)
chr13|439	MYO16 (+376501), IRS2 (+813914)
chr13|444	IRS2 (-436086), COL4A1 (+84495)
chr13|450	SOX1 (-346912), TEX29 (+401986)
chr13|451	SOX1 (-96912), TEX29 (+651986)
chr13|452	SPACA7 (-155632), SOX1 (+153088)
chr13|458	TMEM255B (-87215), GRK1 (+53531)
chr13|461	CHAMP1 (+4952)
chr14|92	DAD1 (+183174), OR4E2 (+741704)
chr14|93	OXA1L (-110730), OR6J1 (-21285)
chr14|97	DHRS4 (-297794), DHRS2 (+19419)
chr14|101	GZMB (-21528), STXBP6 (+394502)
chr14|102	GZMB (-271528), STXBP6 (+144502)
chr14|103	STXBP6 (-105498)
chr14|104	STXBP6 (-355498)
chr14|105	STXBP6 (-605498), NOVA1 (+941959)
chr14|106	STXBP6 (-855498), NOVA1 (+691959)
chr14|107	NOVA1 (+441959)
chr14|108	NOVA1 (+191959)
chr14|109	NOVA1 (-58041)
chr14|110	NOVA1 (-308041)
chr14|111	NOVA1 (-558041)
chr14|112	NOVA1 (-808041)
chr14|113	NONE
chr14|114	FOXG1 (-860049)
chr14|115	FOXG1 (-610049)
chr14|116	FOXG1 (-360049)
chr14|117	FOXG1 (-110049)
chr14|118	FOXG1 (+139951)
chr14|119	FOXG1 (+389951), PRKD1 (+771947)
chr14|120	PRKD1 (+521947), FOXG1 (+639951)
chr14|121	PRKD1 (+271947), FOXG1 (+889951)
chr14|122	PRKD1 (+21947)
chr14|123	G2E3 (-403328), PRKD1 (-228053)
chr14|124	PRKD1 (-478053), G2E3 (-153328)
chr14|126	AP4S1 (-119856), COCH (+31236)
chr14|129	ARHGAP5 (-421494), NUBPL (+94400)
chr14|130	ARHGAP5 (-171494), NUBPL (+344400)
chr14|131	AKAP6 (-173478), ARHGAP5 (+78506)
chr14|132	NPAS3 (-533522), AKAP6 (+76522)
chr14|133	NPAS3 (-283522), AKAP6 (+326522)
chr14|134	NPAS3 (-33522), AKAP6 (+576522)
chr14|135	NPAS3 (+216478), EGLN3 (+795286)
chr14|136	NPAS3 (+466478), EGLN3 (+545286)
chr14|137	EGLN3 (+295286), NPAS3 (+716478)
chr14|138	EGLN3 (+45286), NPAS3 (+966478)
chr14|139	EGLN3 (-204714), SPTSSA (+306561)
chr14|147	MBIP (+164881), BRMS1L (+329477)
chr14|149	NKX2-8 (-73189), PAX9 (-6069)
chr14|152	FOXA1 (+189238), MIPOL1 (+207846)
chr14|154	FOXA1 (-310762), SSTR1 (-302203)
chr14|155	FOXA1 (-560762), SSTR1 (-52203)
chr14|156	CLEC14A (-149427), SEC23A (+697731)
chr14|157	CLEC14A (-399427), SEC23A (+447731)
chr14|158	CLEC14A (-649427), SEC23A (+197731)
chr14|161	FBXO33 (-223297)
chr14|162	FBXO33 (-473297)
chr14|163	FBXO33 (-723297)
chr14|164	FBXO33 (-973297)
chr14|165	LRFN5 (-951772)
chr14|166	LRFN5 (-701772)
chr14|167	LRFN5 (-451772)
chr14|168	LRFN5 (-201772)
chr14|169	LRFN5 (+48228)
chr14|170	LRFN5 (+298228)
chr14|171	LRFN5 (+548228)
chr14|172	LRFN5 (+798228)
chr14|173	NONE
chr14|174	NONE
chr14|175	NONE
chr14|176	NONE
chr14|177	FSCB (+851481)
chr14|178	FSCB (+601481)
chr14|179	FSCB (+351481)
chr14|180	FSCB (+101481)
chr14|181	PRPF39 (-428301), FSCB (-148519)
chr14|184	MIS18BP1 (-152396)
chr14|185	MIS18BP1 (-402396), RPL10L (+996027)
chr14|186	MIS18BP1 (-652396), RPL10L (+746027)
chr14|187	MIS18BP1 (-902396), RPL10L (+496027)
chr14|188	RPL10L (+246027)
chr14|189	RPL10L (-3973)
chr14|190	RPL10L (-253973), MDGA2 (+769156)
chr14|191	RPL10L (-503973), MDGA2 (+519156)
chr14|192	RPL10L (-753973), MDGA2 (+269156)
chr14|193	MDGA2 (+19156)
chr14|194	MDGA2 (-230844)
chr14|195	MDGA2 (-480844)
chr14|196	MDGA2 (-730844)
chr14|197	MDGA2 (-980844), RPS29 (+928093)
chr14|198	RPS29 (+678093)
chr14|199	RPS29 (+428093)
chr14|200	RPS29 (+178093)
chr14|208	FRMD6 (-243664), TMX1 (+168115)
chr14|216	DDHD1 (-255185), BMP4 (+548528)
chr14|219	CDKN3 (-238672), BMP4 (-201472)
chr14|233	SLC35F4 (-61386), C14orf37 (+493930)
chr14|252	SYT16 (+412460), KCNH5 (+637172)
chr14|253	KCNH5 (+387172), SYT16 (+662460)
chr14|254	KCNH5 (+137172), SYT16 (+912460)
chr14|323	DIO2 (+52842)
chr14|330	SEL1L (-374796)
chr14|333	NONE
chr14|334	NONE
chr14|336	NONE
chr14|337	NONE
chr14|338	NONE
chr14|339	NONE
chr14|340	NONE
chr14|341	FLRT2 (-871487)
chr14|342	FLRT2 (-621487)
chr14|343	FLRT2 (-371487)
chr14|344	FLRT2 (-121487)
chr14|345	FLRT2 (+128513)
chr14|347	FLRT2 (+628513)
chr14|348	FLRT2 (+878513)
chr14|349	NONE
chr14|350	NONE
chr14|351	GALC (+834614)
chr14|352	GALC (+584614)
chr14|393	VRK1 (+861360)
chr14|394	NONE
chr14|395	NONE
chr14|396	BCL11B (+862564)
chr14|397	BCL11B (+612564)
chr14|413	TRAF3 (-118812), RCOR1 (+66003)
chr14|420	C14orf180 (-171020), C14orf144 (+164460)
chr14|427	TMEM121 (+632061)
chr15|103	UBE3A (+28794), SNURF (+424866)
chr15|144	DPH6 (-36632)
chr15|145	DPH6 (-286632)
chr15|146	DPH6 (-536632)
chr15|147	DPH6 (-786632), MEIS2 (+767085)
chr15|148	MEIS2 (+517085)
chr15|150	MEIS2 (+17085)
chr15|151	TMCO5A (-602457), MEIS2 (-232915)
chr15|152	MEIS2 (-482915), TMCO5A (-352457)
chr15|161	GPR176 (+88092), THBS1 (+251707)
chr15|169	PLA2G4B (-4972)
chr15|170	PLA2G4E (-31613), PLA2G4D (+11751)
chr15|171	CAPN3 (-26784), GANC (+58561)
chr15|172	STARD9 (+7144), CDAN1 (+154323)
chr15|174	TTBK2 (-162324), UBR1 (+23298)
chr15|175	LCMT2 (-2198), ADAL (+2129)
chr15|185	SQRDL (+198063)
chr15|186	SQRDL (+448063)
chr15|187	SQRDL (+698063)
chr15|188	SQRDL (+948063)
chr15|189	SEMA6D (-885685)
chr15|190	SEMA6D (-635685)
chr15|191	SEMA6D (-385685)
chr15|192	SEMA6D (-135685)
chr15|199	FGF7 (-90292), GALK2 (+162788)
chr15|201	ATP8B4 (+286418), FGF7 (+409708)
chr15|206	AP4E1 (+174131), CYP19A1 (+255806)
chr15|215	UNC13C (-680100), ONECUT1 (-542792)
chr15|216	ONECUT1 (-792792), UNC13C (-430100)
chr15|217	UNC13C (-180100)
chr15|218	UNC13C (+69900)
chr15|219	UNC13C (+319900), RSL24D1 (+864264)
chr15|220	UNC13C (+569900), RSL24D1 (+614264)
chr15|221	RSL24D1 (+364264), UNC13C (+819900)
chr15|225	PRTG (-89824), NEDD4 (+84328)
chr15|230	CGNL1 (-293702), TCF12 (+164180)
chr15|233	POLR2M (+126174), ALDH1A2 (+233615)
chr15|241	FOXB1 (-171420), BNIP2 (-143268)
chr15|255	CA12 (+49359), APH1B (+55248)
chr15|257	HERC1 (+1086), FBXL22 (+235449)
chr15|266	MEGF11 (+171084), RAB11A (+213205)
chr15|271	C15orf61 (-188405), AAGAB (-77927)
chr15|347	KLHL25 (-286740), AGBL1 (-60226)
chr15|349	AGBL1 (+439774)
chr15|350	AGBL1 (+689774)
chr15|351	AGBL1 (+939774)
chr15|352	NTRK3 (+924660)
chr15|378	RGMA (-757909), MCTP2 (-466494)
chr15|379	MCTP2 (-216494)
chr15|381	MCTP2 (+283506)
chr15|383	MCTP2 (+783506)
chr15|384	NR2F2 (-998945)
chr15|389	NR2F2 (+251055)
chr15|390	NR2F2 (+501055)
chr15|391	ARRDC4 (-878927), NR2F2 (+751055)
chr15|392	ARRDC4 (-628927)
chr15|393	ARRDC4 (-378927)
chr15|394	ARRDC4 (-128927)
chr15|395	IGF1R (-567199), ARRDC4 (+121073)
chr15|396	IGF1R (-317199), ARRDC4 (+371073)
chr16|6	BAIAP3 (-9504), UBE2I (+16120)
chr16|8	FAHD1 (-1967)
chr16|9	NTHL1 (-27134), PKD1 (+60898)
chr16|10	RNPS1 (-57397), ABCA3 (+15735)
chr16|11	KCTD5 (-107475), PDPK1 (+37036)
chr16|12	ZG16B (-5169), PRSS21 (+7773)
chr16|14	OR2C1 (-30888), TIGD7 (-19356)
chr16|16	TRAP1 (-107403), CREBBP (+55726)
chr16|22	FAM86A (-227192)
chr16|23	FAM86A (-477192)
chr16|24	FAM86A (-727192)
chr16|25	FAM86A (-977192)
chr16|26	NONE
chr16|27	RBFOX1 (-757750)
chr16|28	RBFOX1 (-507750)
chr16|29	RBFOX1 (-257750)
chr16|30	RBFOX1 (-7750)
chr16|31	RBFOX1 (+242250), TMEM114 (+997225)
chr16|32	RBFOX1 (+492250), TMEM114 (+747225)
chr16|33	TMEM114 (+497225), RBFOX1 (+742250)
chr16|34	TMEM114 (+247225), RBFOX1 (+992250)
chr16|35	TMEM114 (-2775)
chr16|38	USP7 (-317660), GRIN2A (+901610)
chr16|39	USP7 (-567660), GRIN2A (+651610)
chr16|40	USP7 (-817660), GRIN2A (+401610)
chr16|41	GRIN2A (+151610)
chr16|42	ATF7IP2 (-104911), GRIN2A (-98390)
chr16|50	SNX29 (+304406), CPPED1 (+522873)
chr16|51	CPPED1 (+272873), SNX29 (+554406)
chr16|53	ERCC4 (-889013), SHISA9 (+129524)
chr16|54	ERCC4 (-639013), SHISA9 (+379524)
chr16|55	ERCC4 (-389013), SHISA9 (+629524)
chr16|56	ERCC4 (-139013), SHISA9 (+879524)
chr16|60	PLA2G10 (-86475), NOMO1 (-52537)
chr16|62	RRN3 (-186827), ENSG00000261130 (-114610)
chr16|66	NOMO3 (+48649)
chr16|67	NOMO3 (+298649), XYLT1 (+939737)
chr16|68	NOMO3 (+548649), XYLT1 (+689737)
chr16|69	XYLT1 (+439737), NOMO3 (+798649)
chr16|70	XYLT1 (+189737)
chr16|71	XYLT1 (-60263), NOMO2 (+948427)
chr16|72	XYLT1 (-310263), NOMO2 (+698427)
chr16|73	XYLT1 (-560263), NOMO2 (+448427)
chr16|74	XYLT1 (-810263), NOMO2 (+198427)
chr16|75	NOMO2 (-51573), RPS15A (+176655)
chr16|82	UMOD (-7378), PDILT (+41058)
chr16|83	ACSM2B (-37312), ACSM1 (+77577)
chr16|91	HS3ST2 (-200497), NPIPB5 (+100157)
chr16|92	HS3ST2 (+49503), USP31 (+285590)
chr16|98	RBBP6 (-176515), CACNG3 (+108127)
chr16|104	HS3ST4 (+171654)
chr16|105	HS3ST4 (+421654)
chr16|106	KDM8 (-840295), HS3ST4 (+671654)
chr16|107	KDM8 (-590295), HS3ST4 (+921654)
chr16|108	KDM8 (-340295)
chr16|129	ZNF267 (+239922), TP53TG3 (+563052)
chr16|131	TP53TG3 (+63052), ZNF267 (+739922)
chr16|132	TP53TG3C (-329979), TP53TG3 (-186948)
chr16|136	TP53TG3B (+613486)
chr16|137	TP53TG3B (+863486)
chr16|138	NONE
chr16|139	NONE
chr16|140	NONE
chr16|141	NONE
chr16|142	NONE
chr16|186	SHCBP1 (+280537)
chr16|192	ABCC12 (+305680), PHKB (+379763)
chr16|197	N4BP1 (-480881), CBLN1 (+190741)
chr16|205	SALL1 (+60185), CYLD (+348330)
chr16|206	SALL1 (-189815)
chr16|207	SALL1 (-439815), TOX3 (+955919)
chr16|208	SALL1 (-689815), TOX3 (+705919)
chr16|209	SALL1 (-939815), TOX3 (+455919)
chr16|210	TOX3 (+205919)
chr16|211	CHD9 (-463944), TOX3 (-44081)
chr16|212	TOX3 (-294081), CHD9 (-213944)
chr16|216	FTO (+137126), IRX3 (+445674)
chr16|217	IRX3 (+195674), FTO (+387126)
chr16|219	IRX5 (-339773), IRX3 (-304326)
chr16|221	IRX6 (-232671), IRX5 (+160227)
chr16|222	MMP2 (-137882), IRX6 (+17329)
chr16|237	GOT2 (-356740)
chr16|238	GOT2 (-606740)
chr16|239	GOT2 (-856740)
chr16|240	NONE
chr16|241	NONE
chr16|242	NONE
chr16|243	NONE
chr16|244	NONE
chr16|245	CDH8 (+945738)
chr16|246	CDH8 (+695738)
chr16|247	CDH8 (+445738)
chr16|248	CDH8 (+195738)
chr16|249	CDH8 (-54262)
chr16|250	CDH8 (-304262)
chr16|251	CDH8 (-554262)
chr16|252	CDH8 (-804262)
chr16|253	NONE
chr16|254	NONE
chr16|255	NONE
chr16|256	NONE
chr16|257	NONE
chr16|258	CDH11 (+781100)
chr16|259	CDH11 (+531100)
chr16|260	CDH11 (+281100)
chr16|261	CDH11 (+31100)
chr16|262	CDH11 (-218900)
chr16|263	CDH5 (-775532), CDH11 (-468900)
chr16|264	CDH11 (-718900), CDH5 (-525532)
chr16|265	CDH11 (-968900), CDH5 (-275532)
chr16|290	PMFBP1 (-168847), ZFHX3 (+707273)
chr16|295	PSMD7 (-705672), ZFHX3 (-542727)
chr16|296	ZFHX3 (-792727), PSMD7 (-455672)
chr16|297	PSMD7 (-205672)
chr16|304	CNTNAP4 (-468793), ENSG00000214325 (-140912)
chr16|305	ENSG00000214325 (-390912), CNTNAP4 (-218793)
chr16|306	ENSG00000261833 (-212313), CNTNAP4 (+31207)
chr16|307	MON1B (-599815), ENSG00000261833 (+37687)
chr16|308	MON1B (-349815), ENSG00000261833 (+287687)
chr16|310	ADAMTS18 (+94010), SYCE1L (+141707)
chr16|311	ADAMTS18 (-155990), NUDT7 (-131410)
chr16|315	WWOX (+491691)
chr16|317	MAF (+509610), WWOX (+991691)
chr16|319	MAF (+9610)
chr16|322	MAF (-740390), DYNLRB2 (-199853)
chr16|330	CDH13 (-285569), MPHOSPH6 (-171170)
chr16|332	HSBP1 (-966447), CDH13 (+214431)
chr16|333	HSBP1 (-716447), CDH13 (+464431)
chr16|334	HSBP1 (-466447), CDH13 (+714431)
chr16|335	HSBP1 (-216447), CDH13 (+964431)
chr17|17	ANKFY1 (+42141), CYB5D2 (+78451)
chr17|19	MED11 (-9728), ARRB2 (+11013)
chr17|20	SPAG7 (-3834)
chr17|29	DLG4 (-1980)
chr17|30	SLC35G6 (-9720), CHRNB1 (+26621)
chr17|32	GUCY2D (-30911), CNTROB (+39528)
chr17|48	ZNF18 (+25688), DNAH9 (+373253)
chr17|52	ELAC2 (+46503), ARHGAP44 (+182145)
chr17|55	COX10 (-347845), HS3ST3A1 (-119757)
chr17|56	HS3ST3A1 (-369757), COX10 (-97845)
chr17|57	HS3ST3B1 (-79399), COX10 (+152155)
chr17|61	PMP22 (+40905), HS3ST3B1 (+920601)
chr17|64	TTC19 (-27693), ADORA2B (+26770)
chr17|65	PIGL (+4477), CENPV (+131812)
chr17|70	MED9 (-5299), NT5M (+168352)
chr17|74	SHMT1 (-108200), LGALS9C (-5087)
chr17|76	SLC5A10 (+19523), GRAP (+75949)
chr17|116	TBC1D29 (-9129), GOSR1 (+70621)
chr17|118	NF1 (-46944), RNF135 (+77782)
chr17|200	CA10 (+361086), UTP18 (+537112)
chr17|212	TOM1L1 (-102873), KIF2B (+974762)
chr17|217	NOG (-546059), PCTP (+296661)
chr17|268	FAM20A (-277471), ABCA8 (+76491)
chr17|271	KCNJ16 (-475994), MAP2K6 (+214162)
chr17|272	KCNJ16 (-225994), MAP2K6 (+464162)
chr17|273	KCNJ2 (-40675), KCNJ16 (+24006)
chr17|275	KCNJ2 (+459325)
chr17|278	SOX9 (-742160)
chr17|280	SOX9 (-242160)
chr17|281	SOX9 (+7840), SLC39A11 (+963826)
chr18|11	SMCHD1 (-30736), NDC80 (+53491)
chr18|13	LPIN2 (-113056), MYOM1 (+95105)
chr18|21	DLGAP1 (-669666), ZBTB14 (+171038)
chr18|22	ZBTB14 (-78962), EPB41L3 (+169240)
chr18|26	TMEM200C (-479047), L3MBTL4 (+39909)
chr18|27	L3MBTL4 (-210091), ARHGAP28 (-209473)
chr18|35	SOGA2 (-92368), RAB12 (+15558)
chr18|36	NDUFV2 (-227627), SOGA2 (+157632)
chr18|41	APCDD1 (-329624), VAPA (+210942)
chr18|42	APCDD1 (-79624), VAPA (+460942)
chr18|43	NAPG (+98970), PIEZO2 (+523586)
chr18|44	PIEZO2 (+273586), NAPG (+348970)
chr18|45	PIEZO2 (+23586), NAPG (+598970)
chr18|47	PIEZO2 (-476414), GNAL (-63954)
chr18|49	CIDEA (-129317), ANKRD62 (+22296)
chr18|53	LDLRAD4 (-93785), CEP192 (+133640)
chr18|58	ANKRD30B (-373238), ZNF519 (-242572)
chr18|60	ANKRD30B (+126762)
chr18|61	ANKRD30B (+376762)
chr18|62	ANKRD30B (+626762)
chr18|82	CTAGE1 (-377123), RBBP8 (-138788)
chr18|90	HRH4 (+334408), ZNF521 (+557115)
chr18|93	ZNF521 (-192885), SS18 (+545588)
chr18|94	ZNF521 (-442885), SS18 (+295588)
chr18|98	KCTD1 (-245602), AQP4 (+70781)
chr18|99	AQP4 (-179219), CHST9 (+140280)
chr18|100	CHST9 (-109720), CDH2 (+882409)
chr18|101	CHST9 (-359720), CDH2 (+632409)
chr18|102	CHST9 (-609720), CDH2 (+382409)
chr18|103	CHST9 (-859720), CDH2 (+132409)
chr18|105	CDH2 (-367591)
chr18|106	CDH2 (-617591)
chr18|107	CDH2 (-867591)
chr18|108	NONE
chr18|109	NONE
chr18|110	NONE
chr18|111	DSC3 (+997706)
chr18|112	DSC3 (+747706)
chr18|123	ASXL3 (-533595), KLHL14 (-271976)
chr18|124	KLHL14 (-521976), ASXL3 (-283595)
chr18|126	ASXL3 (+216405), NOL4 (+428514)
chr18|142	CELF4 (-229001)
chr18|143	CELF4 (-479001)
chr18|144	CELF4 (-729001)
chr18|146	NONE
chr18|149	NONE
chr18|150	NONE
chr18|151	NONE
chr18|152	NONE
chr18|153	NONE
chr18|154	NONE
chr18|155	PIK3C3 (-910170)
chr18|156	PIK3C3 (-660170)
chr18|157	PIK3C3 (-410170)
chr18|158	PIK3C3 (-160170)
chr18|160	PIK3C3 (+339830), RIT2 (+820655)
chr18|161	RIT2 (+570655), PIK3C3 (+589830)
chr18|162	RIT2 (+320655), PIK3C3 (+839830)
chr18|163	RIT2 (+70655)
chr18|165	SYT4 (-267386)
chr18|166	SETBP1 (-885862), SYT4 (-517386)
chr18|167	SYT4 (-767386), SETBP1 (-635862)
chr18|168	SETBP1 (-385862)
chr18|201	DCC (+258459)
chr18|202	DCC (+508459)
chr18|203	DCC (+758459)
chr18|204	MBD2 (+876157)
chr18|205	MBD2 (+626157)
chr18|206	MBD2 (+376157)
chr18|233	CDH20 (-875814), MC4R (-85000)
chr18|234	CDH20 (-625814), MC4R (-335000)
chr18|235	MC4R (-585000), CDH20 (-375814)
chr18|236	MC4R (-835000), CDH20 (-125814)
chr18|248	SERPINB8 (+237842)
chr18|250	SERPINB8 (+737842)
chr18|252	CDH7 (-543156)
chr18|253	CDH7 (-293156)
chr18|255	CDH7 (+206844), CDH19 (+646370)
chr18|259	CDH19 (-353630), DSEL (+559216)
chr18|260	CDH19 (-603630), DSEL (+309216)
chr18|263	DSEL (-440784), TMX3 (+757534)
chr18|264	DSEL (-690784), TMX3 (+507534)
chr18|265	DSEL (-940784), TMX3 (+257534)
chr18|275	GTSCR1 (-307021)
chr18|276	GTSCR1 (-557021)
chr18|277	GTSCR1 (-807021)
chr18|279	CBLN2 (+586773)
chr18|286	NETO1 (-839817), FBXO15 (+440099)
chr19|19	SEMA6B (-65181), C19orf10 (+45381)
chr19|23	SAFB2 (-2010), SAFB (+1837)
chr19|31	CAMSAP3 (-35787), PNPLA6 (+25365)
chr19|81	ENSG00000268461 (-76362), ZNF682 (+25314)
chr19|82	ZNF486 (+96918), ZNF737 (+373540)
chr19|83	ZNF737 (+123540), ZNF486 (+346918)
chr19|84	ZNF66 (-84230), ZNF626 (-30602)
chr19|85	ZNF430 (-78425), ZNF85 (+18907)
chr19|89	ZNF43 (-105991), ZNF208 (+68744)
chr19|93	ZNF99 (-158092), ZNF728 (+60977)
chr19|94	ZNF724P (+58161), ZNF730 (+75224)
chr19|95	ZNF91 (-46639), ZNF675 (+245003)
chr19|96	ZNF675 (-4997)
chr19|97	ZNF254 (-144994), ZNF726 (+27309)
chr19|98	ZNF254 (+105006)
chr19|114	NONE
chr19|119	UQCRFS1 (+79447)
chr19|229	SMIM17 (-29512), ZNF71 (+18333)
chr19|230	USP29 (-256410), ZIM2 (-22904)
chr19|231	ZIM2 (-272904), USP29 (-6410)
chr20|32	HAO1 (+46120)
chr20|33	PLCB1 (+11729)
chr20|41	SNAP25 (-74477), ANKEF1 (+109304)
chr20|42	MKKS (+37569), SNAP25 (+175523)
chr20|43	JAG1 (+29693), SLX4IP (+209050)
chr20|56	SEL1L2 (+96261), NDUFAF5 (+109405)
chr20|58	FLRT3 (-56747)
chr20|67	SNRPB2 (-85628), KIF16B (-70923)
chr20|237	CDH4 (-702481), CDH26 (+591519)
chr20|238	CDH4 (-452481), CDH26 (+841519)
chr20|239	CDH4 (-202481)
chr20|240	CDH4 (+47519), TAF4 (+765865)
chr20|250	SLC2A4RG (+3787), ZBTB46 (+87566)
chr20|251	PRPF6 (+12513), ZNF512B (+55112)
chr21|45	TPTE (-134119)
chr21|58	POTED (-607497)
chr21|73	CXADR (-759699)
chr21|74	CXADR (-509699)
chr21|75	CXADR (-259699)
chr21|78	BTG3 (-389839), CHODL (-242149)
chr21|79	CHODL (+7851), TMPRSS15 (+150972)
chr21|80	TMPRSS15 (-99028)
chr21|81	TMPRSS15 (-349028)
chr21|82	TMPRSS15 (-599028)
chr21|83	TMPRSS15 (-849028)
chr21|84	NONE
chr21|85	NONE
chr21|86	NCAM2 (-995632)
chr21|87	NCAM2 (-745632)
chr21|88	NCAM2 (-495632)
chr21|89	NCAM2 (-245632)
chr21|92	NCAM2 (+504368)
chr21|93	NCAM2 (+754368)
chr21|94	NONE
chr21|95	NONE
chr21|96	NONE
chr21|97	NONE
chr21|98	NONE
chr21|99	NONE
chr21|100	NONE
chr21|101	NONE
chr21|102	NONE
chr21|104	NONE
chr21|105	MRPL39 (+854828)
chr21|106	MRPL39 (+604828)
chr21|112	APP (-332029), CYYR1 (+70602)
chr21|114	ADAMTS5 (-36169)
chr21|115	ADAMTS5 (-286169)
chr21|116	ADAMTS5 (-536169)
chr21|117	ADAMTS5 (-786169)
chr21|118	N6AMT1 (+882692)
chr21|121	N6AMT1 (+132692)
chr21|128	KRTAP19-5 (-566)
chr21|129	KRTAP21-2 (-5450), KRTAP21-1 (+2745)
chr21|130	KRTAP11-1 (-121127), KRTAP19-8 (+35794)
chr22|88	UBE2L3 (-28735), HIC2 (+78252)
chr22|106	SEZ6L (-190540), MYO18B (+236881)
chr22|107	ASPHD2 (-200238), SEZ6L (+59460)
chr22|115	PITPNB (-309745), TTC28 (+450852)
chr22|116	PITPNB (-559745), TTC28 (+200852)
chrX|41	CLCN4 (-23)
chrX|45	HCCS (-4420)
chrX|60	FANCB (+16183), GLRA2 (+327351)
chrX|62	PIGA (-21356), FIGF (+27497)
chrX|64	AP1S2 (-1947)
chrX|65	AP1S2 (-251947), GRPR (-16678)
chrX|70	NHS (-18542), REPS2 (+410187)
chrX|71	SCML1 (-130588), NHS (+231458)
chrX|72	RAI2 (+4456), SCML1 (+119412)
chrX|75	RS1 (+65228), CDKL5 (+164693)
chrX|77	PHKA2 (-122285), GPR64 (+15676)
chrX|79	MAP3K15 (-91622), SH3KBP1 (+280718)
chrX|83	CNKSR2 (-767979), RPS6KA3 (-340043)
chrX|84	RPS6KA3 (-590043), CNKSR2 (-517979)
chrX|92	DDX53 (-143086), ZNF645 (+583936)
chrX|93	PTCHD1 (-227132), DDX53 (+106914)
chrX|100	ARX (+159064), POLA1 (+162937)
chrX|101	ARX (-90936)
chrX|102	MAGEB18 (-781459), ARX (-340936)
chrX|103	ARX (-590936), MAGEB18 (-531459)
chrX|104	ARX (-840936), MAGEB18 (-281459)
chrX|105	MAGEB18 (-31459)
chrX|106	MAGEB5 (+140715)
chrX|108	MAGEB5 (+640715)
chrX|109	MAGEB5 (+890715)
chrX|112	IL1RAPL1 (-730515)
chrX|114	IL1RAPL1 (-230515)
chrX|115	IL1RAPL1 (+19485)
chrX|116	IL1RAPL1 (+269485)
chrX|117	IL1RAPL1 (+519485)
chrX|118	IL1RAPL1 (+769485), NR0B1 (+952714)
chrX|119	NR0B1 (+702714)
chrX|120	NR0B1 (+452714)
chrX|125	FTHL17 (-34831)
chrX|127	FTHL17 (-534831)
chrX|128	FTHL17 (-784831)
chrX|131	DMD (+604635)
chrX|132	DMD (+354635)
chrX|133	DMD (+104635)
chrX|134	DMD (-145365)
chrX|135	DMD (-395365)
chrX|136	DMD (-645365), TMEM47 (+800404)
chrX|138	TMEM47 (+300404)
chrX|139	TMEM47 (+50404)
chrX|141	CHDC2 (-940052), TMEM47 (-449596)
chrX|142	TMEM47 (-699596), CHDC2 (-690052)
chrX|143	TMEM47 (-949596), CHDC2 (-440052)
chrX|144	CHDC2 (-190052)
chrX|145	CHDC2 (+59948)
chrX|147	ENSG00000250349 (-583582), CHDC2 (+559948)
chrX|148	ENSG00000250349 (-333582), CHDC2 (+809948)
chrX|156	MID1IP1 (+212015)
chrX|157	MID1IP1 (+462015), BCOR (+831655)
chrX|158	BCOR (+581655), MID1IP1 (+712015)
chrX|169	CASK (-342733)
chrX|170	CASK (-592733)
chrX|171	MAOA (-890466), CASK (-842733)
chrX|172	MAOA (-640466)
chrX|173	MAOA (-390466)
chrX|174	MAOA (-140466)
chrX|176	NDP (-42251), EFHC2 (+327917)
chrX|181	CXorf36 (-64855)
chrX|183	KRBOX4 (-681291), CXorf36 (-564855)
chrX|184	CXorf36 (-814855), KRBOX4 (-431291)
chrX|193	SSX1 (+10249), SSX9 (+40674)
chrX|198	GAGE1 (+11336), PAGE1 (+85595)
