# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1|114	EYA3 (+40206), XKR8 (+89028)
chr13|392	MBNL2 (+392)
chr13|393	IPO5 (-480928), RAP2A (+38525)
chr13|395	FARP1 (-170504), IPO5 (+19072)
chr13|396	RNF113B (-45482), STK24 (+299251)
chr13|397	RNF113B (-295482), STK24 (+49251)
chr13|398	STK24 (-200749), SLC15A1 (+29907)
chr13|399	SLC15A1 (-220093), DOCK9 (+5243)
chr13|400	UBAC2 (+21973), GPR18 (+38997)
chr13|401	GPR183 (-165342), TM9SF2 (-28670)
chr13|402	CLYBL (+116078), ZIC5 (+249162)
chr13|403	ZIC5 (-838)
chr13|404	PCCA (+133664), GGACT (+361250)
chr13|405	GGACT (+111250), PCCA (+383664)
chr13|406	TMTC4 (-47952), NALCN (+693705)
chr13|413	TPP2 (-124352), FGF14 (-70877)
chr13|414	METTL21C (-28147), KDELC1 (+76356)
chr13|436	TNFSF13B (-47065), ABHD13 (+4274)
chr13|445	RAB20 (+89079), COL4A2 (+165387)
chr13|448	TEX29 (-98014), ARHGEF7 (+107377)
chr13|454	MCF2L (-248534), ATP11A (+30358)
chr14|141	SNX6 (-25612), CFL2 (+58033)
chr14|142	SRP54 (-76162), BAZ1A (-30148)
chr14|143	PSMA6 (-136562), ENSG00000258790 (+33246)
chr14|144	NFKBIA (-1049)
chr14|146	BRMS1L (+79477), MBIP (+414881)
chr14|159	TRAPPC6B (+14525), GEMIN2 (+41574)
chr14|160	FBXO33 (+26703), CTAGE5 (+138673)
chr14|182	FSCB (-398519), PRPF39 (-178301)
chr14|183	FANCM (+19851), MIS18BP1 (+97604)
chr14|201	DNAAF2 (-23053), POLE2 (+30020)
chr14|202	ARF6 (+15191), METTL21D (+208274)
chr14|203	METTL21D (-41726), SOS2 (+73275)
chr14|204	CDKL1 (-12384), MAP4K5 (+124326)
chr14|205	SAV1 (+10048), ATL1 (+98258)
chr14|207	TMX1 (-81885), TRIM9 (-62222)
chr14|209	GNG2 (-202131), FRMD6 (+6336)
chr14|210	C14orf166 (-81192), GNG2 (+47869)
chr14|212	PTGER2 (+93888), TXNDC16 (+144223)
chr14|213	ERO1L (+37422), GPR137C (+105135)
chr14|214	GNPNAT1 (-116682), FERMT2 (+42814)
chr14|215	DDHD1 (-5185), BMP4 (+798528)
chr14|220	CDKN3 (+11328), CNIH (+33148)
chr14|221	SAMD4A (+90366), GCH1 (+244569)
chr14|222	GCH1 (-5431), WDHD1 (+118794)
chr14|223	LGALS3 (+29239), DLGAP5 (+33395)
chr14|224	DLGAP5 (-216605), ATG14 (+3575)
chr14|229	TMEM260 (+78490), OTX2 (+152186)
chr14|235	ACTR10 (-41855), C14orf37 (-6070)
chr14|236	KIAA0586 (-19102), TOMM20L (+12367)
chr14|239	DAAM1 (-105172), DACT1 (+520104)
chr14|240	GPR135 (+57059), DAAM1 (+144828)
chr14|243	DHRS7 (+11573), PCNXL4 (+66372)
chr14|245	SIX1 (-8821), SIX4 (+65851)
chr14|246	SLC38A6 (-72831), MNAT1 (+173521)
chr14|247	TRMT5 (-176925), TMEM30B (+123557)
chr14|248	HIF1A (-289339), PRKCH (+86566)
chr14|249	HIF1A (-39339), PRKCH (+336566)
chr14|256	PPP2R5E (+135091), RHOJ (+203875)
chr14|257	PPP2R5E (-114909), SGPP1 (+69756)
chr14|258	SYNE2 (+55318), ESR2 (+386077)
chr14|259	ESR2 (+136077), SYNE2 (+305318)
chr14|260	AKAP5 (-58824), MTHFD1 (+20242)
chr14|261	PLEKHG3 (-46153), PPP1R36 (+108381)
chr14|262	SPTB (-85135), CHURC1 (-6078)
chr14|263	FUT8 (-252309), MAX (-55813)
chr14|264	FUT8 (-2309)
chr14|271	FAM71D (-31145), GPHN (+650876)
chr14|272	ATP6V1D (-48035), PLEK2 (+3916)
chr14|273	VTI1B (+16547), ARG2 (+38486)
chr14|278	ZFP36L1 (-115044), ACTN1 (+70955)
chr14|279	EXD2 (-33227), DCAF5 (-5158)
chr14|281	SRSF5 (-68616), KIAA0247 (+46688)
chr14|294	DCAF4 (-18039), DPF3 (-14192)
chr14|295	PAPLN (-79204), PSEN1 (+21846)
chr14|300	SYNDIG1L (+17804), VRTN (+59885)
chr14|305	TTLL5 (-2620), C14orf1 (+2531)
chr14|306	TGFB3 (+72533), TTLL5 (+247380)
chr14|307	ESRRB (-248880), GPATCH2L (+6722)
chr14|308	VASH1 (-353531), ESRRB (+1120)
chr14|309	VASH1 (-103531), ESRRB (+251120)
chr14|310	IRF2BPL (+120033), VASH1 (+146469)
chr14|311	TMEM63C (-23169), ZDHHC22 (-16867)
chr14|312	TMED8 (-31549), NOXRED1 (+14398)
chr14|313	SPTLC2 (-41885), ALKBH1 (+49362)
chr14|314	NRXN3 (-495092), ADCK1 (+108575)
chr14|315	NRXN3 (-245092), ADCK1 (+358575)
chr14|327	GTF2A1 (+62265), TSHR (+203614)
chr14|328	GTF2A1 (-187735), STON2 (+18747)
chr14|329	SEL1L (-124796)
chr14|356	SPATA7 (+23127), PTPN21 (+146076)
chr14|357	ZC3H14 (+95748), EML5 (+134095)
chr14|358	TTC8 (+83995), FOXN3 (+710473)
chr14|359	TTC8 (+333995), FOXN3 (+460473)
chr14|360	FOXN3 (+210473), TTC8 (+583995)
chr14|361	FOXN3 (-39527), EFCAB11 (+296032)
chr14|362	FOXN3 (-289527), EFCAB11 (+46032)
chr14|363	PSMC1 (-97838), KCNK13 (+96892)
chr14|364	CALM1 (+11674), RPS6KA5 (+651951)
chr14|365	CALM1 (+261674), RPS6KA5 (+401951)
chr14|366	RPS6KA5 (+151951), CALM1 (+511674)
chr14|367	C14orf159 (+44287), GPR68 (+95268)
chr14|368	GPR68 (-154732), CCDC88C (+9120)
chr14|369	SMEK1 (-148513), CATSPERB (+73429)
chr14|370	TC2N (-41128), FBLN5 (+39166)
chr14|371	SLC24A4 (-164948), CPSF2 (+36720)
chr14|373	LGMN (+90023), RIN3 (+144883)
chr14|374	CHGA (-14424), GOLGA5 (+114425)
chr14|375	ITPK1 (-42853), MOAP1 (+26267)
chr14|383	DICER1 (-654)
chr14|384	CLMN (-88758), SYNE3 (+67172)
chr14|385	TCL1A (+55532), GLRX5 (+124071)
chr14|388	PAPOLA (-93709), AK7 (+16553)
chr14|389	VRK1 (-138640), PAPOLA (+156291)
chr14|400	BCL11B (-137436), SETD3 (+72215)
chr14|410	DYNC1H1 (-55864), PPP2R5C (+146866)
chr14|411	HSP90AA1 (-18978), MOK (+146536)
chr14|414	AMN (-13992), TRAF3 (+131188)
chr14|415	EIF5 (-175338), TNFAIP2 (+35203)
chr14|418	PPP1R13B (-61074), C14orf2 (+12837)
chr15|119	NDNL2 (-62968), FAM189A1 (+237926)
chr15|127	KLF13 (+5943), OTUD7A (+322541)
chr15|138	AVEN (-43624), EMC7 (+19148)
chr15|156	THBS1 (-998293), RASGRP1 (-17994)
chr15|159	RASGRP1 (-767994), THBS1 (-248293)
chr15|162	SRP14 (-43612), BMF (+26074)
chr15|176	PPIP5K1 (+7429), MAP1A (+65178)
chr15|177	MFAP1 (-8001), FRMD5 (+362428)
chr15|179	CTDSPL2 (-94431), CASC4 (+44072)
chr15|181	SORD (-190301), TRIM69 (+103815)
chr15|182	DUOX2 (+31358), SORD (+59699)
chr15|184	ENSG00000260170 (-4548), BLOC1S6 (-4320)
chr15|197	EID1 (-45082), CEP152 (-21663)
chr15|198	SHC4 (-119360), COPS2 (+72857)
chr15|210	BCL2L10 (+29971), MAPK6 (+63603)
chr15|223	PIGB (+13843), CCPG1 (+75456)
chr15|232	GCOM1 (-9105), CGNL1 (+206298)
chr15|235	LIPC (-77767), AQP9 (+194606)
chr15|237	FAM63B (+61488), SLTM (+100851)
chr15|239	MYO1E (+40098), LDHAL6B (+125959)
chr15|240	MYO1E (-209902), GCNT3 (-28982)
chr15|243	ANXA2 (+65183), FOXB1 (+328580)
chr15|244	NARG2 (-103657), RORA (+44661)
chr15|248	RORA (-955339), C2CD4A (-484175)
chr15|250	C2CD4A (+15825), C2CD4B (+82481)
chr15|251	TLN2 (-228563), C2CD4B (-167519)
chr15|253	TPM1 (-209883), TLN2 (+271437)
chr15|254	LACTB (-38998), TPM1 (+40117)
chr15|275	FEM1B (+54860), ITGA11 (+99491)
chr15|276	CORO2B (+3428), ANP32A (+238233)
chr15|277	SPESP1 (-97838), ANP32A (-11767)
chr15|278	GLCE (-77972), NOX5 (+67967)
chr15|280	RPLP1 (+129878), TLE3 (+515514)
chr15|282	TLE3 (+15514), RPLP1 (+629878)
chr15|284	TLE3 (-484486), UACA (+180931)
chr15|285	UACA (-69069), LARP6 (+21497)
chr15|286	THAP10 (-189877), THSD4 (-14290)
chr15|287	SENP8 (-784191), THSD4 (+235710)
chr15|290	SENP8 (-34191), THSD4 (+985710)
chr15|291	CELF6 (-12531), HEXA (+43816)
chr15|292	GOLGA6B (-72078), ARIH1 (+108334)
chr15|293	NEO1 (-219050), ADPGK (-48875)
chr15|296	NPTN (+50753), C15orf60 (+139502)
chr15|297	TBC1D21 (-40967), CD276 (+148447)
chr15|302	GOLGA6C (-175939), PPCDC (+59105)
chr15|305	CSPG4 (-119812), UBE2Q2 (-10625)
chr15|306	C15orf27 (+22823), ETFA (+228809)
chr15|307	ISL2 (-4064)
chr15|312	LINGO1 (+49831), HMG20A (+161985)
chr15|313	LINGO1 (-200169), TBC1D2B (+244993)
chr15|314	TBC1D2B (-5007), CIB2 (+48885)
chr15|315	WDR61 (-32865), CRABP1 (-7665)
chr15|316	CHRNA5 (+17139), CHRNA3 (+38520)
chr15|317	MORF4L1 (-40155), ADAMTS7 (-21228)
chr15|318	CTSH (-137568), RASGRF1 (+8114)
chr15|319	KIAA1024 (-99857), TMED3 (+21597)
chr15|320	KIAA1024 (+150143), MTHFS (+314390)
chr15|321	MTHFS (+64390), KIAA1024 (+400143)
chr15|322	FAH (-70121), ZFAND6 (+23091)
chr15|323	ARNT2 (-71692), FAH (+179879)
chr15|324	ABHD17C (-112643), ARNT2 (+178308)
chr15|325	KIAA1199 (+53289), MESDC2 (+157218)
chr15|326	IL16 (-142740), MESDC2 (-92782)
chr15|327	STARD5 (-8535), TMC3 (+41553)
chr15|329	TMC3 (-458447), MEX3B (+213481)
chr15|330	MEX3B (-36519), EFTUD1 (+180103)
chr15|334	CPEB1 (-58273), AP3B2 (+3665)
chr15|335	HOMER2 (-3521)
chr15|336	ENSG00000166503 (+1769), TM6SF1 (+98842)
chr15|337	ADAMTSL3 (-197837), SH3GL3 (+9021)
chr15|338	ZSCAN2 (-769235), ADAMTSL3 (+52163)
chr15|339	ZSCAN2 (-519235), ADAMTSL3 (+302163)
chr15|340	ZSCAN2 (-269235), ADAMTSL3 (+552163)
chr15|341	ZSCAN2 (-19235), ADAMTSL3 (+802163)
chr15|342	SLC28A1 (-52912), ALPK3 (+15090)
chr15|343	AKAP13 (-298959), PDE8A (+101330)
chr15|344	AKAP13 (-48959), PDE8A (+351330)
chr15|345	AKAP13 (+201041), KLHL25 (+213260)
chr15|346	AGBL1 (-310226), KLHL25 (-36740)
chr15|354	NTRK3 (+424660)
chr15|355	NTRK3 (+174660)
chr15|357	AEN (-39526), DET1 (-35117)
chr15|358	ACAN (+28327), HAPLN3 (+63856)
chr15|359	MFGE8 (-168359), ABHD2 (-6380)
chr15|360	POLG (+3077), FANCI (+87803)
chr15|361	TICRR (+6288), KIF7 (+73681)
chr15|362	ANPEP (-16907), AP3S2 (+62573)
chr15|363	IDH2 (+20735), ZNF710 (+80377)
chr15|365	BLM (-135557), CRTC3 (+51701)
chr15|366	FURIN (-36821), BLM (+114443)
chr15|367	VPS33B (-59168), SV2B (-18514)
chr15|368	SLCO3A1 (-521924), SV2B (+231486)
chr15|369	SLCO3A1 (-271924), SV2B (+481486)
chr15|370	SLCO3A1 (-21924), SV2B (+731486)
chr15|373	FAM174B (+74187), ST8SIA2 (+187943)
chr15|374	FAM174B (-175813), CHD2 (-68057)
chr15|387	NR2F2 (-248945)
chr15|397	IGF1R (-67199), ARRDC4 (+621073)
chr15|398	PGPEP1L (+173790), IGF1R (+182801)
chr15|399	PGPEP1L (-76210), SYNM (-20285)
chr15|400	MEF2A (-230904), SYNM (+229715)
chr15|402	LYSMD4 (-101375), ADAMTS17 (+507209)
chr15|403	LYSMD4 (-351375), ADAMTS17 (+257209)
chr15|404	LYSMD4 (-601375), ADAMTS17 (+7209)
chr15|405	CERS3 (-40076), ASB7 (-17738)
chr15|406	ALDH1A3 (-44580), ASB7 (+232262)
chr15|407	LRRK1 (+165581), CHSY1 (+167136)
chr15|408	SNRPA1 (-39545), PCSK6 (+154872)
chr15|409	PCSK6 (-95128), TM2D3 (+67569)
chr15|410	OR4F15 (+16635), OR4F4 (+88297)
chr16|79	C16orf62 (+58264), KNOP1 (+104555)
chr16|84	DCUN1D3 (+36705), ENSG00000005189 (+57180)
chr16|87	METTL9 (+14204), IGSF6 (+38980)
chr16|94	SCNN1B (+61410), COG7 (+89500)
chr16|95	NDUFAB1 (-17389), PALB2 (+27630)
chr16|99	TNRC6A (-116033), RBBP6 (+73485)
chr16|100	SLC5A11 (+17839), ARHGAP17 (+151651)
chr16|101	AQP8 (-103241), LCMT1 (+1951)
chr16|102	HS3ST4 (-328346), ZKSCAN2 (-105749)
chr16|109	KDM8 (-90295)
chr16|110	IL21R (-38482), IL4R (+49767)
chr16|111	KIAA0556 (+63528), GSG1L (+449829)
chr16|112	GSG1L (+199829), KIAA0556 (+313528)
chr16|113	GSG1L (-50171), XPO6 (+98189)
chr16|115	SULT1A2 (-17200), SULT1A1 (+9873)
chr16|120	CDIPT (+56)
chr16|124	ZNF629 (-76478), BCL7C (+31280)
chr16|125	KAT8 (-3984)
chr16|126	ITGAD (-29632), ITGAX (+8546)
chr16|127	ZNF720 (-99554), AHSP (+85816)
chr16|128	ZNF267 (-10078), ZNF720 (+150446)
chr16|134	TP53TG3B (+113486)
chr16|188	GPT2 (-43289), C16orf87 (-9678)
chr16|189	DNAJA2 (-117302), NETO2 (+52907)
chr16|194	SIAH1 (+24811), LONP2 (+96794)
chr16|195	SIAH1 (-225189), N4BP1 (+19119)
chr16|200	CNEP1R1 (-183320), ZNF423 (-18351)
chr16|201	PAPD5 (-61828), CNEP1R1 (+66680)
chr16|202	BRD7 (+27689), ADCY7 (+74574)
chr16|203	NKD1 (+42760), SNX20 (+90262)
chr16|204	CYLD (+98330), SALL1 (+310185)
chr16|213	RBL2 (-343331), CHD9 (+36056)
chr16|214	RBL2 (-93331), CHD9 (+286056)
chr16|215	AKTIP (-87838), RPGRIP1L (+112757)
chr16|226	AMFR (+84449), GNAO1 (+149113)
chr16|227	MT2A (-17110), MT3 (+1721)
chr16|228	SLC12A3 (-24118), NUP93 (+110984)
chr16|229	FAM192A (+94975), NLRC5 (+101591)
chr16|230	PLLP (-56402), CCL22 (-17683)
chr16|231	GPR56 (-37418), GPR114 (+48400)
chr16|232	KIFC3 (-38501), CNGB1 (+130015)
chr16|233	C16orf80 (+38353), MMP15 (+65531)
chr16|234	GINS3 (-51297), PRSS54 (-46050)
chr16|235	CNOT1 (+38789), SETD6 (+75609)
chr16|266	CDH5 (-25532)
chr16|267	CMTM3 (-12934), CMTM2 (+11641)
chr16|268	CA7 (-3281)
chr16|269	C16orf70 (-18890), CBFB (+61853)
chr16|270	KCTD19 (-14335), TPPP3 (+50855)
chr16|271	RLTPR (-53821), CTCF (+28691)
chr16|273	NFATC3 (+5440), ESRP2 (+145486)
chr16|274	PRMT7 (+29964), SMPD3 (+107590)
chr16|275	CDH3 (-53738), ZFP90 (+51885)
chr16|276	TANGO6 (-2508)
chr16|277	HAS3 (-16442), TANGO6 (+247492)
chr16|278	COG8 (-1431)
chr16|279	NFAT5 (+26004), NQO1 (+135853)
chr16|280	CLEC18A (-110082), WWP2 (+78792)
chr16|281	PDPR (-22528), CLEC18A (+139918)
chr16|282	DDX19A (-5731), ENSG00000260537 (+41884)
chr16|283	IL34 (+11203), MTSS1L (+94968)
chr16|284	VAC14 (-39937), HYDIN (+389591)
chr16|286	FTSJD1 (-51489), CALB2 (-17618)
chr16|287	MARVELD3 (-35089), TAT (-13968)
chr16|288	ATXN1L (-4893)
chr16|289	DHX38 (-2460)
chr16|291	PMFBP1 (-418847), ZFHX3 (+457273)
chr16|293	ZFHX3 (-42727)
chr16|298	NPIPB15 (-36775), PSMD7 (+44328)
chr16|299	CLEC18B (-169711), GLG1 (+16011)
chr16|300	FA2H (-66278), WDR59 (+144045)
chr16|301	LDHD (+25664), ZNRF1 (+92073)
chr16|302	BCAR1 (-75096), CFDP1 (+92382)
chr16|312	CLEC3A (-181411), VAT1L (+52574)
chr16|325	C16orf46 (-14152), GCSH (+5007)
chr16|326	CMIP (-103774), GAN (+26444)
chr16|327	PLCG2 (-187862), CMIP (+146226)
chr16|328	PLCG2 (+62138), SDR42E1 (+170092)
chr16|329	HSD17B2 (+56164), MPHOSPH6 (+78830)
chr16|336	MLYCD (-57730), HSBP1 (+33553)
chr16|337	SLC38A8 (-49239), MBTPS1 (+25510)
chr16|338	ATP2C2 (-27132), WFDC1 (+46749)
chr16|339	TLDC1 (-86637), COTL1 (+26682)
chr16|340	CRISPLD2 (+21411), ZDHHC7 (+170107)
chr16|341	GSE1 (-521821), KIAA0513 (+28183)
chr16|342	GSE1 (-271821), KIAA0513 (+278183)
chr16|343	GSE1 (-21821), KIAA0513 (+528183)
chr16|344	IRF8 (-57408), COX4I1 (+41702)
chr16|345	FOXF1 (-419132), IRF8 (+192592)
chr16|346	FOXF1 (-169132), IRF8 (+442592)
chr16|347	FOXL1 (+12886), FBXO31 (+792362)
chr16|348	FOXL1 (+262886), FBXO31 (+542362)
chr16|349	FBXO31 (+292362), FOXL1 (+512886)
chr16|350	FBXO31 (+42362), FOXL1 (+762886)
chr16|351	ZCCHC14 (-99350), JPH3 (-11510)
chr16|352	KLHDC4 (-75446), SLC7A5 (+28093)
chr16|353	ZNF469 (-368878), BANP (+121377)
chr16|354	ZNF469 (-118878), BANP (+371377)
chr16|357	CBFA2T3 (-81389), ACSF3 (-35216)
chr16|358	ZNF778 (+90883), ANKRD11 (+181968)
chr16|359	RPL13 (-2118)
chr17|103	KSR1 (-174035), WSB1 (+3895)
chr17|104	LGALS9 (-81823), KSR1 (+75965)
chr17|105	NOS2 (+2524), LGALS9 (+168177)
chr17|108	UNC119 (+4685), FOXN1 (+24042)
chr17|109	ERAL1 (-56955), TRAF4 (+53999)
chr17|110	PIPOX (+5083), TIAF1 (+30874)
chr17|111	NUFIP2 (-3865)
chr17|112	ABHD15 (+19154), TAOK1 (+157383)
chr17|113	CORO6 (-175084), SSH2 (+132169)
chr17|121	COPRS (+61355), RAB11FIP4 (+406359)
chr17|122	RHOT1 (-94484), LRRC37B (+26840)
chr17|147	ARHGAP23 (+40339), SRCIN1 (+137182)
chr17|152	MIEN1 (+12039), ERBB2 (+18668)
chr17|154	WIPF2 (-573)
chr17|155	IGFBP4 (+25288), TNS4 (+32848)
chr17|159	KRT32 (-1320)
chr17|160	GAST (+6423), HAP1 (+15895)
chr17|161	NKIRAS2 (-44037), CNP (+6242)
chr17|162	GHDC (-28788), STAT5B (+53423)
chr17|163	NAGLU (-63189), ATP6V0A1 (+14103)
chr17|164	EZH1 (+22047), CNTNAP1 (+40370)
chr17|165	AARSD1 (-8508), PTGES3L-AARSD1 (+7544)
chr17|166	ARL4D (-101326), TMEM106A (+11107)
chr17|167	ETV4 (-1201)
chr17|169	TMEM101 (-24482), G6PC3 (-23102)
chr17|170	SLC4A1 (-29492), RUNDC3A (-10926)
chr17|173	NMT1 (-3977)
chr17|174	SPATA32 (-35522), ARHGAP27 (+127996)
chr17|180	WNT3 (+21125), NSF (+206966)
chr17|182	EFCAB13 (-26346), ENSG00000259753 (+43738)
chr17|184	OSBPL7 (+24135), TBX21 (+64391)
chr17|185	NFE2L1 (-720)
chr17|187	HOXB2 (-1560)
chr17|188	HOXB13 (-68461), TTLL6 (+19575)
chr17|189	B4GALNT2 (-85328), IGF2BP1 (+50227)
chr17|190	PHOSPHO1 (-66873), ZNF652 (+64834)
chr17|191	NXPH3 (-28219), NGFR (+52346)
chr17|192	KAT7 (+9084), TAC4 (+50378)
chr17|193	DLX3 (-52413), ITGA3 (-8803)
chr17|194	XYLT2 (-48452), TMEM92 (+26234)
chr17|195	SPATA20 (+551)
chr17|196	WFIKKN2 (-37770), LUC7L3 (+78096)
chr17|197	TOB1 (-181295), SPAG9 (+73225)
chr17|198	UTP18 (+37112), CA10 (+861086)
chr17|220	C17orf67 (+36256), NOG (+203941)
chr17|221	AKAP1 (-37550), SCPEP1 (+69535)
chr17|222	MSI2 (+41106), ENSG00000166329 (+447672)
chr17|223	ENSG00000166329 (+197672), MSI2 (+291106)
chr17|224	ENSG00000166329 (-52328), MRPS23 (+52416)
chr17|225	SRSF1 (-40294), DYNLL2 (-35775)
chr17|226	MPO (-16705), BZRAP1 (+30444)
chr17|227	SEPT4 (-6822), TEX14 (+144383)
chr17|230	YPEL2 (-34062), GDPD1 (+77167)
chr17|231	DHX40 (-17885), YPEL2 (+215938)
chr17|232	VMP1 (+90175), TUBD1 (+95295)
chr17|241	INTS2 (-119624), MED13 (+17642)
chr17|243	MRC2 (-79761), TLK2 (+68615)
chr17|244	MARCH10 (+10694), MRC2 (+170239)
chr17|247	DCAF7 (-2860)
chr17|248	PSMC5 (-29542), DDX42 (+23778)
chr17|249	ICAM2 (-27007), ERN1 (+82484)
chr17|250	TEX2 (-34414), POLG2 (+118153)
chr17|251	SMURF2 (+33185), CEP95 (+122295)
chr17|252	SMURF2 (-216815), LRRC37A3 (+39902)
chr17|253	GNA13 (-72044), RGS9 (-8591)
chr17|255	AXIN2 (-67236), CEP112 (+562986)
chr17|258	CACNG5 (-456234), PRKCA (+76057)
chr17|261	CACNG1 (+84295), HELZ (+116298)
chr17|262	PITPNC1 (+730)
chr17|263	NOL11 (-88948), PITPNC1 (+250730)
chr17|264	KPNA2 (-157075), BPTF (+53220)
chr17|265	AMZ2 (-118714), KPNA2 (+92925)
chr17|266	SLC16A6 (-87744), WIPI1 (+78561)
chr17|284	SLC39A11 (+213826), SOX9 (+757840)
chr17|285	SLC39A11 (-36174), SSTR2 (-36150)
chr17|286	CDC42EP4 (-66687), SDK2 (+265227)
chr17|287	CDC42EP4 (-316687), SDK2 (+15227)
chr17|288	RPL38 (-324791), SDK2 (-234773)
chr17|289	SDK2 (-484773), RPL38 (-74791)
chr17|290	GPRC5C (-52051), GPR142 (+11404)
chr17|291	CD300E (-5200), CD300LF (+84116)
chr17|292	FDXR (-5845), FADS6 (+14707)
chr17|293	NT5C (+2889), SLC16A5 (+39968)
chr17|294	SLC25A19 (-91246), GRB2 (+26566)
chr17|295	SMIM5 (-4513)
chr17|296	TRIM47 (-345)
chr17|297	EXOC7 (-25174), FOXJ1 (+12379)
chr17|298	PRPSAP1 (-24771), SPHK1 (-5730)
chr17|299	ST6GALNAC2 (-42791), ST6GALNAC1 (+14919)
chr17|300	SEC14L1 (-209830), MGAT5B (+6272)
chr17|301	SEPT9 (-152491), SEC14L1 (+40170)
chr17|302	TNRC6C (-626136), SEPT9 (+97509)
chr17|304	TNRC6C (-126136), SEPT9 (+597509)
chr17|305	TMC8 (-1866), TMC6 (-223)
chr17|306	PGS1 (+280)
chr17|307	DNAH17 (-51525), CYTH1 (+153375)
chr17|308	USP36 (-38032), ENSG00000178404 (+24282)
chr17|309	ENGASE (+53974), RBFOX3 (+353562)
chr17|310	RBFOX3 (+103562), ENGASE (+303974)
chr17|312	CBX4 (-61773), TBC1D16 (+134646)
chr17|313	EIF4A3 (-4019)
chr17|314	ENDOV (-13966), RNF213 (+140334)
chr17|315	CHMP6 (-340640), RPTOR (+105933)
chr17|316	CHMP6 (-90640), RPTOR (+355933)
chr17|318	ENSG00000171282 (+1461), ACTG1 (+104806)
chr17|322	HEXDC (-1193)
chr17|323	WDR45B (-18590), RAB40B (+31603)
chr17|324	ZNF750 (-76547), B3GNTL1 (+134685)
chr17|325	METRNL (+60039)
chr18|77	ESCO1 (+55696), GREB1L (+181447)
chr18|78	GATA6 (-374403), MIB1 (+53720)
chr18|79	GATA6 (-124403), MIB1 (+303720)
chr18|87	CABYR (-93941), LAMA3 (+355594)
chr18|88	OSBPL1A (+102822), CABYR (+156059)
chr18|89	HRH4 (+84408), ZNF521 (+807115)
chr18|95	ZNF521 (-692885), SS18 (+45588)
chr18|96	TAF4B (+69101), KCTD1 (+254398)
chr18|97	KCTD1 (+4398), TAF4B (+319101)
chr18|115	DSC3 (-2294)
chr18|117	TTR (-46688), DSG2 (+46995)
chr18|118	SLC25A52 (-34158), TRAPPC8 (+148062)
chr18|119	RNF138 (-46817), RNF125 (+26666)
chr18|121	GAREM (-74606), KLHL14 (+228024)
chr18|131	ZNF397 (-196000), MAPRE2 (+3677)
chr18|132	ZSCAN30 (-4805)
chr18|133	GALNT1 (-109523), INO80C (-47094)
chr18|134	GALNT1 (+140477), RPRD1A (+272538)
chr18|135	RPRD1A (+22538), GALNT1 (+390477)
chr18|136	FHOD3 (-2676)
chr18|137	FHOD3 (+247324), TPGS2 (+284157)
chr18|138	TPGS2 (+34157), FHOD3 (+497324)
chr18|140	TPGS2 (-465843), CELF4 (+270999)
chr18|159	PIK3C3 (+89830)
chr18|170	SLC14A2 (-819765), SETBP1 (+114138)
chr18|171	SLC14A2 (-569765), SETBP1 (+364138)
chr18|174	SIGLEC15 (-30476), SLC14A1 (+68311)
chr18|175	EPG5 (-77761), PSTPIP2 (+27225)
chr18|176	RNF165 (-39186), C18orf25 (+121008)
chr18|177	LOXHD1 (+14274), RNF165 (+210814)
chr18|178	ST8SIA5 (-37869), PIAS2 (+122307)
chr18|179	TCEB3B (-63013), HDHD2 (+51890)
chr18|182	SKOR2 (-599447), SMAD2 (+82511)
chr18|183	SMAD2 (-167489), ZBTB7C (+66936)
chr18|185	CTIF (+59472), SMAD7 (+352080)
chr18|188	SMAD7 (-397920), DYM (+112171)
chr18|189	LIPG (+36600), ACAA2 (+215329)
chr18|190	ACAA2 (-34671), MYO5B (+346462)
chr18|191	ACAA2 (-284671), MYO5B (+96462)
chr18|192	CXXC1 (-60995), SKA1 (-26364)
chr18|193	MAPK4 (+38553), MRO (+221433)
chr18|194	ME2 (-30418), MRO (-28567)
chr18|195	SMAD4 (+68418), MEX3C (+98689)
chr18|196	DCC (-991541), MEX3C (-151311)
chr18|207	MBD2 (+126157)
chr18|208	STARD6 (+9333), POLI (+79227)
chr18|211	RAB27B (+129571), TCF4 (+678184)
chr18|218	ST8SIA3 (-643043), TXNL1 (-69125)
chr18|219	ST8SIA3 (-393043), TXNL1 (-319125)
chr18|220	TXNL1 (-569125), ST8SIA3 (-143043)
chr18|221	ONECUT2 (+22084), FECH (+128885)
chr18|222	NARS (-85596), ATP8B1 (+95326)
chr18|223	ATP8B1 (-154674), NEDD4L (-86609)
chr18|224	NEDD4L (+163391), ALPK2 (+421188)
chr18|225	ALPK2 (+171188), NEDD4L (+413391)
chr18|226	ZNF532 (-154831), MALT1 (+36383)
chr18|227	SEC11C (-181708), ZNF532 (+95169)
chr18|228	GRP (-12399), SEC11C (+68292)
chr18|229	LMAN1 (-97807), CCBE1 (+239611)
chr18|230	PMAIP1 (-192179), CCBE1 (-10389)
chr18|231	PMAIP1 (+57821), MC4R (+415000)
chr18|238	RNF152 (+185991), CDH20 (+374186)
chr18|239	RNF152 (-64009), PIGN (+229256)
chr18|240	TNFRSF11A (-117547), PIGN (-20744)
chr18|241	ZCCHC2 (-65239), TNFRSF11A (+132453)
